text,created_at,retweet_count,favorite_count,is_retweet
@KimStrassel “Schiff’s surveillance (obtaining phone logs) is an unprecedented abuse of power.”  To put it mildly. Also it is illegal!,12/7/2019 21:35,7912,17629,FALSE
RT @KimStrassel: 1) Still waiting for my fellow members of the media to express their deep outrage and alarm that Intelligence Chair Schiff…,12/7/2019 21:14,39036,0,TRUE
RT @KimStrassel: Democrats lecture about dirt-digging even as they abuse their surveillance powers to demand phone records to smear politi…,12/7/2019 21:13,17604,0,TRUE
RT @KimStrassel: I wondered how long it would be before media rushed to defend Schiff's indefensible subpoenas and intimidation of the medi…,12/7/2019 21:13,9327,0,TRUE
RT @KimStrassel: @WSJ Also from my column: Constitutional lawyer David Rivkin makes the case that Schiff has opened himself up lawsuits fro…,12/7/2019 21:13,8738,0,TRUE
RT @KimStrassel: From my new column: “There does not appear to be any basis to believe that a congressional committee is authorized to subp…,12/7/2019 21:12,16644,0,TRUE
RT @DanHenninger: Impeachment will be the decisive battle in World War Trump now in its third year with no end in sight writes @DanHennin…,12/7/2019 21:04,4561,0,TRUE
RT @DanHenninger: Pelosi’s decision to open the impeachment dam is starting to look like a blunder. Rather than let voters decide Trump’s f…,12/7/2019 21:04,5055,0,TRUE
RT @DanHenninger: Nancy Pelosi saw this summer that Adam Schiff’s Take Down Trump Show might be more trouble than it was worth for Democrat…,12/7/2019 21:03,4510,0,TRUE
RT @DanHenninger: When Trump called the impeachment show a ‘kangaroo court’ he was only half right. All of Washington has become a kangaro…,12/7/2019 21:03,4590,0,TRUE
The United States Secret Service Deputy Assistant Director Anthony Ornato will become my new Deputy Chief of Staff for Operations. I have worked with Tony for 3 years - he will do a fantastic job! Thank you to Dan Walsh for his great service and congratulations to Tony!,12/7/2019 20:21,14598,65776,FALSE
“Not only have the Democrats not advanced key pieces of legislation that would help the economy but the polls especially in early states are showing that voters are tuning out.” @PeteHegseth They don’t want our greatest of all presidents impeached!,12/7/2019 19:22,14822,55386,FALSE
“Why re-elect Democrats when you know that this is what they are doing with their majority. Their case is not strong because first it was Russian Collusion then it was obstruction then it was Ukraine now their pivoting back to Russia. Why would they be doing that?” Lisa Booth,12/7/2019 19:10,18825,72345,FALSE
Our Economy is the envy of the World!,12/7/2019 18:55,23534,128631,FALSE
Hard to believe but if Nancy Pelosi had put our great Trade Deal with Mexico and Canada USMCA up for a vote long ago our economy would be even better. If she doesn’t move quickly it will collapse!,12/7/2019 18:54,21533,79383,FALSE
The United States will not rest until we bring every American wrongfully detained in Iran and around the world back home to their loved ones! https://t.co/2kWgJhvrtY,12/7/2019 18:51,17492,64968,FALSE
Taken during the Obama Administration (despite $150 Billion gift) returned during the Trump Administration. Thank you to Iran on a very fair negotiation. See we can make a deal together! https://t.co/rZaY9p8xzV,12/7/2019 17:32,15578,52485,FALSE
While the world is not doing well economically our Country is doing better perhaps than it has ever done before. Jobs Jobs Jobs!,12/7/2019 17:21,20216,92554,FALSE
Read the Transcripts! Also see where I say “us” (our Country) as opposed to “me” (meaning me) and where I then say that the Attorney General (of the United States) will call you. People still remember Schiff’s made up and fraudulent version of my conversation. Witch Hunt!,12/7/2019 17:13,24560,100978,FALSE
RT @WhiteHouse: On National Pearl Harbor Remembrance Day we solemnly reflect on the tragic events of December 7 1941 and honor those who…,12/7/2019 15:43,11619,0,TRUE
RT @TomFitton: Impeachment coup should be frozen until a full investigation is done on Schiff's abuse of power against @RealDonaldTrump in…,12/7/2019 3:43,21285,0,TRUE
RT @TomFitton: FBI has now lost TWICE in federal court in its scheming to hide FBI-Clinton gang conspiracy to try to destroy @realDonaldTr…,12/7/2019 3:42,13257,0,TRUE
RT @JudicialWatch: @TomFitton: Pelosi/Schiff Abuse Worsens FBI “Finds” Clinton Emails PLUS 5 NEW JW Lawsuits against DeepState https://t.…,12/7/2019 3:42,7603,0,TRUE
RT @TomFitton: HUGE: Impeachment Abuse Expands--Schiff Implicated in Phone Records Spying Misconduct; COUP Against @RealDonaldTrump Can Sti…,12/7/2019 3:39,9598,0,TRUE
RT @AP_Scoop: SPECIAL EPISODE with the brilliant @MZHemingway on the Russia Collusion Hoax and Kavanaugh.  Watch the full video: https://…,12/7/2019 3:38,5250,0,TRUE
RT @Jim_Jordan: One set of rules for them.A different set for us. https://t.co/dzYPrJ5rRa,12/7/2019 3:34,22450,0,TRUE
RT @RepMarkMeadows: Speaker Pelosi this morning: “The president’s actions in taking these things to court... is an obstruction of justice.”…,12/7/2019 3:33,13061,0,TRUE
RT @Rasmussen_Poll: Day 2 - @BonginoReport vs. @TheDailyBailDecision: Bongino Report is workin' the refs and yeah we bought it. But nev…,12/7/2019 3:30,4583,0,TRUE
"RT @newsmax: ""Pelosi despises you people who don't live in the coastal areas... They hate you because you brought President Trump to the Pr…",12/7/2019 3:23,7944,0,TRUE
"RT @newsmax: ""I have no idea what the plan is from the Democrats it makes no sense to me. Nancy Pelosi can go on public TV and claim that…",12/7/2019 3:19,6994,0,TRUE
RT @newsmax: Trump economist Steve Moore tells Newsmax TV: Strong jobs data undercuts any impeachment argument https://t.co/2Nk3kFPaJN http…,12/7/2019 3:18,4270,0,TRUE
RT @GrahamLedger: LEDGER REGISTER:Will the partisan political impeachment inquiry of President Trump by the weaponized House of Representa…,12/7/2019 3:16,4290,0,TRUE
RT @alexsalvinews: Fox News confirms 7 hours after @OANN. https://t.co/NYnef34DvU https://t.co/xz2isdb9t0,12/7/2019 3:07,5168,0,TRUE
RT @OANN: One America News has just launched a live 24/7 365 days a year uninterrupted cable feed on Facebook and it's only $4.99 per mo…,12/7/2019 3:06,9345,0,TRUE
RT @JaySekulow: I am at the #ICC with members of the @ACLJ &amp; @ECLJ’s legal team to defend the interests of #American soldiers.Our heroes…,12/7/2019 3:06,4993,0,TRUE
RT @JaySekulow: Radio: Democrat Congressman Calls for Perpetual Impeachment of Donald Trump https://t.co/NjJkHvSkQC,12/7/2019 3:04,4598,0,TRUE
RT @Jim_Jordan: .@SpeakerPelosi is counting impeachment votes. Here’s what President Trump is counting:-266k new jobs-54k in manufacturi…,12/7/2019 3:03,30180,0,TRUE
RT @RepMarkMeadows: Wow. Non-stop impeachment barrage. And America’s economy and @realDonaldTrump keep delivering big time wins anyway. htt…,12/7/2019 3:03,6589,0,TRUE
RT @RepMarkMeadows: Washington Democrats are counting impeachment votes. President Trump is counting 266000 new jobs and a 50-year record…,12/7/2019 3:02,15994,0,TRUE
RT @GovRonDeSantis: I just spoke with President @realDonaldTrump regarding the shooting at NAS Pensacola and he reiterated his full support…,12/7/2019 3:02,6134,0,TRUE
RT @CQnow: House Judiciary members @RepDougCollins and @RepMattGaetz huddle before the start of the panel's hearing on the impeachment inqu…,12/7/2019 3:02,3069,0,TRUE
Why is the World Bank loaning money to China? Can this be possible? China has plenty of money and if they don’t they create it. STOP!,12/7/2019 0:28,35283,134794,FALSE
Fake News @CNN is reporting that I am “still using personal cell phone for calls despite repeated security warnings.” This is totally false information and reporting. I haven’t had a personal cell phone for years. Only use government approved and issued phones. Retract!,12/7/2019 0:23,35819,128713,FALSE
Nadler hasn’t had a single fact witness testify! Zero substance—Country wants #USMCA and Growth not Impeachment. Polls have tanked on the Do Nothing Democrats!,12/7/2019 0:10,19024,72868,FALSE
...This Bill HELPS students get the student aid they need to go to college! STOP the headaches and STOP the PAPERWORK barriers to HIGHER EDUCATION! Congrats to Lamar!,12/7/2019 0:06,6920,26652,FALSE
GREAT WORK yesterday by the Senate to support our Historically Black Colleges and Universities! Thank you @BetsyDeVosED @SenAlexander and @SenatorTimScott for your leadership...,12/7/2019 0:06,9440,36348,FALSE
Congressman @LanceGooden has done a wonderful job for the people of Texas while supporting our #MAGA Agenda. He continues to protect your very important #2A. Lance is Strong on Crime and the Border he Loves our Great Vets and Military. Lance has my Complete &amp; Total Endorsement!,12/6/2019 23:42,9195,34813,FALSE
....will temporarily hold off this designation and step up our joint efforts to deal decisively with these vicious and ever-growing organizations!,12/6/2019 23:39,10404,42407,FALSE
All necessary work has been completed to declare Mexican Cartels terrorist organizations. Statutorily we are ready to do so. However at the request of a man who I like and respect and has worked so well with us President Andres Manuel @LopezObrador_ we....,12/6/2019 23:39,15392,56536,FALSE
JOBS JOBS JOBS! https://t.co/QCtWgld2RW,12/6/2019 20:19,26537,93601,FALSE
....The King said that the Saudi people are greatly angered by the barbaric actions of the shooter and that this person in no way shape or form represents the feelings of the Saudi people who love the American people.,12/6/2019 19:18,15330,50578,FALSE
King Salman of Saudi Arabia just called to express his sincere condolences and give his sympathies to the families and friends of the warriors who were killed and wounded in the attack that took place in Pensacola Florida....,12/6/2019 19:18,20764,75928,FALSE
RT @RepMattGaetz: NAS Pensacola is a huge source of pride for all of Northwest Florida. It is the home of naval aviation. It is the home of…,12/6/2019 18:39,7802,0,TRUE
Just received a full briefing on the tragic shooting at NAS Pensacola in Florida and spoke to @GovRonDeSantis. My thoughts and prayers are with the victims and their families during this difficult time. We are continuing to monitor the situation as the investigation is ongoing.,12/6/2019 18:16,13604,59081,FALSE
Without the horror show that is the Radical Left Do Nothing Democrats the Stock Markets and Economy would be even better if that is possible and the Border would be closed to the evil of Drugs Gangs and all other problems! #2020,12/6/2019 16:00,23546,88359,FALSE
@HeyTammyBruce “This seems personal. That it is deeply unfair that has not changed. This has become a matter of their unhinged emotional reaction to a man who has bettered them who has had victory where they have not had victory and has exposed the problem with the Leftists.”,12/6/2019 15:46,4307,12677,FALSE
“This is a blowout. Look at these manufacturing numbers a blowout.” @MariaBartiromo,12/6/2019 15:05,16149,69152,FALSE
@jimcramer “This is the best number I’ve ever seen in my life.”,12/6/2019 15:01,2110,7486,FALSE
GREAT JOBS REPORT!,12/6/2019 14:57,18076,96069,FALSE
"RT @BreakingNews: @NBCNews Escambia Co. Sheriff's Office: ""There is no longer an active shooter on NAS Pensacola. The shooter is confirmed…",12/6/2019 14:47,4300,0,TRUE
Stock Markets Up Record Numbers. For this year alone Dow up 18.65% S&amp;P up 24.36% Nasdaq Composite up 29.17%. “It’s the economy stupid.”,12/6/2019 13:16,21182,90652,FALSE
RT @GOPChairwoman: The Founders began the Constitution with “We the People” for a reason.Pelosi wants to negate the votes of 63M American…,12/6/2019 12:48,16736,0,TRUE
RT @IngrahamAngle: A GREAT DAY for @realdonaldtrump. Terrible day for House of Representatives.,12/6/2019 12:47,7701,0,TRUE
"RT @GOPChairwoman: The audacity of Nancy Pelosi.She just claimed “This has absolutely nothing to do with politics.""House Democrats boy…",12/6/2019 12:47,17794,0,TRUE
RT @parscale: The Democrats are right about one thing - someone did abuse their power.But it's not @RealDonaldTrump. It's THEM. Their i…,12/6/2019 12:46,14682,0,TRUE
RT @VP: While Democrats continue their obsession with impeaching President @realDonaldTrump &amp; try to overturn the will of the American peop…,12/6/2019 12:46,14591,0,TRUE
"RT @WhiteHouse: The liberal ""experts"" invited to testify by House Democrats yesterday have had an appetite for impeachment since before Pre…",12/6/2019 12:45,6517,0,TRUE
Do not believe any article or story you read or see that uses “anonymous sources” having to do with trade or any other subject. Only accept information if it has an actual living name on it. The Fake News Media makes up many “sources say” stories. Do not believe them!,12/6/2019 12:43,38703,157525,FALSE
Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?,12/6/2019 3:32,31067,137550,FALSE
The story today that we are sending 12000 troops to Saudi Arabia is false or to put it more accurately Fake News!,12/6/2019 3:27,27703,109082,FALSE
https://t.co/nSyY8ysJtp,12/6/2019 0:52,27214,108595,FALSE
RT @Team_Mitch: Mitch McConnell’s memoir “The Long Game” is now available in paperback with a new foreword written by President @realDonald…,12/6/2019 0:33,5568,0,TRUE
Republican Approval Rating = 95%. Thank you!,12/5/2019 17:38,29307,165621,FALSE
Nancy Pelosi just had a nervous fit. She hates that we will soon have 182 great new judges and sooo much more. Stock Market and employment records. She says she “prays for the President.” I don’t believe her not even close. Help the homeless in your district Nancy. USMCA?,12/5/2019 16:49,50558,192342,FALSE
THANK YOU! #MAGA🇺🇸 https://t.co/v8KfvhqnXE,12/5/2019 15:47,26850,120947,FALSE
....This will mean that the beyond important and seldom used act of Impeachment will be used routinely to attack future Presidents. That is not what our Founders had in mind. The good thing is that the Republicans have NEVER been more united. We will win!,12/5/2019 15:11,16995,65564,FALSE
The Do Nothing Radical Left Democrats have just announced that they are going to seek to Impeach me over NOTHING. They already gave up on the ridiculous Mueller “stuff” so now they hang their hats on two totally appropriate (perfect) phone calls with the Ukrainian President....,12/5/2019 15:11,21271,82211,FALSE
.....trial in the Senate and so that our Country can get back to business. We will have Schiff the Bidens Pelosi and many more testify and will reveal for the first time how corrupt our system really is. I was elected to “Clean the Swamp” and that’s what I am doing!,12/5/2019 13:01,32532,122805,FALSE
The Do Nothing Democrats had a historically bad day yesterday in the House. They have no Impeachment case and are demeaning our Country. But nothing matters to them they have gone crazy. Therefore I say if you are going to impeach me do it now fast so we can have a fair....,12/5/2019 13:01,33763,132302,FALSE
Tremendous things achieved for U.S. on my NATO trip. Proudly for our Country no President has ever achieved so much in so little time. Without a U.S. increase other countries have already increased by $130 Billion-with $400 Billion soon. Such a thing has never been done before!,12/5/2019 12:20,16916,70497,FALSE
RT @RepMikeJohnson: I just obtained unanimous consent to enter this into the record.  #shameful #ImpeachmentHearing https://t.co/1MfXE7cIMG,12/5/2019 11:38,15343,0,TRUE
RT @RepMikeJohnson: Can't wait to tell my kids President @realDonaldTrump (kind of) retweeted me 😆 cc @RepDougCollins https://t.co/zo54qOa7…,12/5/2019 11:32,7272,0,TRUE
RT @realDonaldTrump: The Fake News Media is doing everything possible to belittle my VERY successful trip to London for NATO. I got along g…,12/5/2019 11:28,33992,0,TRUE
RT @HouseGOP: House Democrats continue to waste the American people’s time with their impeachment sham.… ❌ Passing #USMCAnow❌ Securing o…,12/5/2019 11:26,7512,0,TRUE
....”I would like to have the Attorney General (of the United States) call you or your people.....” This based on what I have seen is their big point - and it is no point at a all (except for a big win for me!). The Democrats should apologize to the American people!,12/5/2019 3:50,17143,78591,FALSE
When I said in my phone call to the President of Ukraine “I would like you to do US a favor though because our country has been through a lot and Ukraine knows a lot about it.” With the word “us” I am referring to the United States our Country. I then went on to say that......,12/5/2019 3:50,21743,100198,FALSE
RT @GOPChairwoman: Democrat leaders have no clear vision for America besides trying to steal the 2020 election away from voters though thei…,12/5/2019 3:44,10972,0,TRUE
RT @Morlen4Distrct1: Impeachment Witness: Obama Refused To Give Evidence To Congress https://t.co/0ntL9ZX3pb,12/5/2019 3:39,9356,0,TRUE
RT @Morlen4Distrct1: Jim Banks Calls On Lindsey Graham To Subpoena Adam Schiff’s Phone Records https://t.co/tiGA3RN5wp,12/5/2019 3:36,12365,0,TRUE
RT @SKennedy1979: Thank you ⁦@RepMattGaetz⁩ for keeping these partisan hacks in check! Somebody has to..no decorum and an absolute free for…,12/5/2019 3:35,9592,0,TRUE
RT @addyvanse_com: Beautiful job! https://t.co/P5htMNpp7n,12/5/2019 3:34,5997,0,TRUE
RT @SharplyRight: Matt Gaetz is an ABSOLUTE BOSS as he destroys the impeachment witnesses over Democratic donations and bias and slams prof…,12/5/2019 3:34,8880,0,TRUE
RT @realDonaldTrump: Thank you @NATO! #NATOLondon https://t.co/8gJeXZxwpH,12/5/2019 3:01,14167,0,TRUE
Just read the best Maureen Dowd column in the New York Times EVER (although she treated me great before politics) but it was written by her brother Kevin. Someone in the News Media should hire her wonderful talented and very smart brother! https://t.co/lO9s1qLK8A,12/5/2019 0:03,13517,47528,FALSE
"RT @RepDougCollins: .@RepGregSteube: ""On the very first day of my swearing in a Democrat in my class called for the impeachment of the pre…",12/5/2019 0:01,10315,0,TRUE
RT @CongressmanHice: .@HouseDemocrats have thrown every accusation at @POTUS @realdonaldtrump they can conjure: — Russian collusion— Obs…,12/5/2019 0:01,11620,0,TRUE
RT @RepMikeJohnson: Democrats are pursuing their hatred for @realDonaldTrump atop the ruins of our public liberty. That is the greatest dan…,12/5/2019 0:01,11775,0,TRUE
RT @GOPLeader: While President Trump is overseas defending the countryDemocrats are in Washington dividing the country. https://t.co/obd0…,12/4/2019 23:53,10889,0,TRUE
RT @RepArmstrongND: Today has been like everything else in the sham impeachment - purposely misleading and not based on the facts. The fact…,12/4/2019 23:53,9503,0,TRUE
.@NATO has now recognized SPACE as an operational domain and the alliance is STRONGER for it. U.S. leadership ensures peace through strength and we must continue to show strength and WIN on all fronts – land air sea and SPACE!,12/4/2019 22:43,16744,69122,FALSE
The Fake News Media is doing everything possible to belittle my VERY successful trip to London for NATO. I got along great with the NATO leaders even getting them to pay $130 Billion a year more &amp; $400 Billion a year more in 3 years. No increase for U.S. only deep respect!,12/4/2019 22:36,33874,148848,FALSE
RT @FLOTUS: A minor child deserves privacy and should be kept out of politics. Pamela Karlan you should be ashamed of your very angry and…,12/4/2019 22:35,91580,0,TRUE
RT @RepDougCollins: .@RepMikeJohnson: “The greatest danger of this fraudulent impeachment production is not what happens this afternoon or…,12/4/2019 22:33,7259,0,TRUE
RT @SteveScalise: 🚨 BREAKING: @RepMattGaetz asked the witnesses in today's sham hearing to raise their hands if they have personal knowledg…,12/4/2019 22:33,17426,0,TRUE
"RT @RepMattGaetz: ""To all of the witnesses: if you have personal knowledge of a single material fact in the Schiff report please raise you…",12/4/2019 22:33,14682,0,TRUE
RT @RepAndyBiggsAZ: All 3 of the Democrats' law professors came w/ preconceived biases. Two have said for years that various acts by the Pr…,12/4/2019 22:33,8844,0,TRUE
RT @WhiteHouse: Anyone with personal knowledge of a single material fact in the Schiff report? https://t.co/HOIOEsRg9Y,12/4/2019 21:47,11864,0,TRUE
RT @GOPoversight: .@RepMattGaetz just brought the house down. When will Democrats bring in witnesses with actual first-hand knowledge of…,12/4/2019 21:15,14376,0,TRUE
RT @RepAndyBiggsAZ: 🚨 Mic drop from @RepRatcliffe &amp; Jonathan Turley 🚨➡️ RATCLIFFE: So if I were to summarize your testimony - no bribery…,12/4/2019 20:59,12964,0,TRUE
RT @HouseGOP: 📺WATCH: @Jim_Jordan highlights why this is a predetermined impeachment by Democrats. https://t.co/l9EexBKMGe,12/4/2019 20:58,9186,0,TRUE
RT @RepDougCollins: .@RepSteveChabot: “It would seem—since Schiff for example misled the American people on multiple occasions—common sen…,12/4/2019 20:58,7374,0,TRUE
RT @RepDougCollins: Turley to Congress: “If you impeach a president if you make a high crime &amp; misdemeanor out of going to the courts it…,12/4/2019 20:57,17805,0,TRUE
"RT @WhiteHouse: ""If you impeach a president if you make a high crime and misdemeanor out of going to the courts it is an abuse of power.…",12/4/2019 20:57,11013,0,TRUE
RT @GReschenthaler: I had hoped that my colleagues across the aisle would want to hear all the facts before they undo the 2016 election bu…,12/4/2019 20:57,10111,0,TRUE
RT @KenCalvert: House Democrats have brought Congress to a standstill with their impeachment obsession.❌ Passage of #USMCA❌ Lower Drug P…,12/4/2019 20:57,8821,0,TRUE
RT @RepDougCollins: Prof. Turley: “Impeachments have to be based on proof not presumptions.” https://t.co/sl06UHs5ju,12/4/2019 20:57,8539,0,TRUE
RT @RepMarkMeadows: Jonathan Turley not a Trump supporter looks at Democrats and delivers one of the most powerful quotes of the hearing…,12/4/2019 20:57,18045,0,TRUE
RT @HouseGOP: As House Democrats kick off another day of their impeachment sham here’s a reminder that after two weeks of public testimony…,12/4/2019 20:56,7275,0,TRUE
RT @SteveScalise: WATCH → Legal expert testifying before Nadler's Judiciary Committee says this would be the first impeachment in history w…,12/4/2019 20:56,10111,0,TRUE
Thank you @NATO! #NATOLondon https://t.co/8gJeXZxwpH,12/4/2019 16:46,15493,65262,FALSE
....When today’s meetings are over I will be heading back to Washington. We won’t be doing a press conference at the close of NATO because we did so many over the past two days. Safe travels to all!,12/4/2019 14:26,10434,49148,FALSE
....Just finished meetings with Turkey and Germany. Heading to a meeting now with those countries that have met their 2% GOALS followed by meetings with Denmark and Italy....,12/4/2019 14:26,9290,44078,FALSE
Great progress has been made by NATO over the last three years. Countries other than the U.S. have agreed to pay 130 Billion Dollars more per year and by 2024 that number will be 400 Billion Dollars. NATO will be richer and stronger than ever before....,12/4/2019 14:26,18311,82621,FALSE
Enjoyed my meeting with Prime Minister @BorisJohnson of the United Kingdom at @10DowningStreet last night. Talked about numerous subjects including @NATO and Trade.,12/4/2019 9:22,12869,61844,FALSE
RT @RoyalFamily: 📷An official photograph of Her Majesty The Queen The Prince of Wales NATO Secretary General and Heads of State and Gov…,12/4/2019 8:57,9254,0,TRUE
RT @TeamTrump: There's no denying that since @realDonaldTrump took office @NATO has been significantly stronger.The president secured $1…,12/4/2019 0:14,11091,0,TRUE
RT @TeamTrump: Tomorrow Democrats will get THREE constitutional lawyers and Republicans will only get ONE!This entire process is unfair…,12/4/2019 0:13,12649,0,TRUE
RT @GOPChairwoman: Thanks to @realDonaldTrump’s efforts with #NATO:*$130B in new defense spending*the biggest increase in a generation…,12/4/2019 0:12,10206,0,TRUE
RT @realDonaldTrump: True! https://t.co/Mr1L4Vv3eA,12/3/2019 23:59,15414,0,TRUE
"RT @Jim_Jordan: ""Jordan: Democrats didn't admit they were wrong about Russia just moved on to Ukraine""@TuckerCarlson https://t.co/l9tUFo…",12/3/2019 23:58,12039,0,TRUE
RT @IvankaTrump: Thank you Sarah! ❤️ https://t.co/z613XMrLUx,12/3/2019 23:54,7210,0,TRUE
RT @AmericaNewsroom: THE HEADLINER: @Jim_Jordan comments on the Republican reaction to the House Judiciary Committee's witness list for Wed…,12/3/2019 23:54,6276,0,TRUE
Thank you! https://t.co/KDVaYDKZLa,12/3/2019 23:53,12511,64811,FALSE
RT @kayleighmcenany: Paid family leave is vitally important to the prosperity of our workforce &amp; well-being of our families!@IvankaTrump…,12/3/2019 23:40,5964,0,TRUE
RT @jensstoltenberg: Excellent start to #NATOmeeting in London with President @realDonaldTrump. We are adapting NATO to new challenges &amp; ar…,12/3/2019 23:33,4977,0,TRUE
RT @EsperDoD: It was a pleasure to take part in a breakfast hosted by @POTUS w/@NATO Secretary General @jensstoltenberg to discuss the prog…,12/3/2019 23:32,4890,0,TRUE
RT @Mike_Pence: President @realDonaldTrump has Made America Great Again and now it’s time to #KeepAmericaGreat! See you tomorrow Michigan!…,12/3/2019 23:31,7236,0,TRUE
RT @VP: Thanks to President @realDonaldTrump’s leadership we’re living in the BEST economy in the history of the United States! https://t.…,12/3/2019 23:31,10000,0,TRUE
RT @VP: President @realDonaldTrump has been putting American workers first since day one and when the playing field is level they can comp…,12/3/2019 23:31,6944,0,TRUE
RT @Scavino45: Watching Schiff hold an embarrassing Impeachment Sham press conference in THE SWAMP from my phone while President @realDona…,12/3/2019 23:29,8126,0,TRUE
RT @Jim_Jordan: Doesn’t matter what the Dems write. 4 facts will never change:-The call transcript shows no linkage-President Trump and…,12/3/2019 23:28,18716,0,TRUE
RT @Jim_Jordan: Between July 18th when aid was paused and Sept 11th when it was released there were 5 interactions between President Zelen…,12/3/2019 23:28,7405,0,TRUE
RT @Jim_Jordan: 2 of those 5 meetings happened AFTER Ukraine learned aid was paused:-VP Pence met President Zelensky on 9/1-Sens. Johnso…,12/3/2019 23:27,6816,0,TRUE
Too bad. We will miss you Kamala! https://t.co/QQd9SiFc0y,12/3/2019 23:25,20800,115474,FALSE
RT @GOPLeader: In his pursuit to bring down this president Chairman Adam Schiff has neglected his real responsibilities. Instead of workin…,12/3/2019 23:21,1945,0,TRUE
RT @GOP: “We’re working on the USMCA. We're trying to get Nancy Pelosi to put it up for a vote… It's a great deal for everybody. So hopeful…,12/3/2019 23:20,7627,0,TRUE
RT @VP: What’s happening on Capitol Hill is a disgrace and the fact that it’s happening during a @NATO Conference in London is a disservice…,12/3/2019 23:19,8432,0,TRUE
RT @JesseBWatters: The whole thing backfired. If you look at every single swing state impeachment is now under water. #TheFive https://t.co…,12/3/2019 23:18,9083,0,TRUE
RT @WhiteHouse: President @realDonaldTrump just met with Prime Minister @JustinTrudeau of Canada. https://t.co/OqglFETMSE,12/3/2019 17:45,6487,0,TRUE
RT @WhiteHouse: President @realDonaldTrump just met with President @EmmanuelMacron of France—a partner of the United States in many key ven…,12/3/2019 16:26,6578,0,TRUE
RT @WhiteHouse: President Trump has been fighting for increased burden sharing by NATO members and it's working. Over $130 billion in new…,12/3/2019 16:26,8678,0,TRUE
The United States of America supports the brave people of Iran who are protesting for their FREEDOM. We have under the Trump Administration and always will!,12/3/2019 15:33,27077,124700,FALSE
RT @RepMattGaetz: Nancy Pelosi and other House Democrats overestimated the extent to which whatever allegations they’re making about the Uk…,12/3/2019 12:43,9333,0,TRUE
RT @RepMattGaetz: TONIGHT: I'll be on @seanhannity to discuss the latest on impeachment and the upcoming Judiciary hearings this week. TUNE…,12/3/2019 12:42,4834,0,TRUE
RT @willchamberlain: Looks like @DevinNunes and his team did some excellent work hereThis is a robust defense of President TrumpRead th…,12/3/2019 12:40,12748,0,TRUE
RT @DevinNunes: Great as always to be on with @JudgeJeanine https://t.co/XXIj69B81h,12/3/2019 12:39,8440,0,TRUE
"RT @JudgeJeanine: Author of ""The Plot against The President:The true story behind how Congressman Devin Nunes uncovered the biggest politic…",12/3/2019 12:39,8789,0,TRUE
RT @newtgingrich: In this week’s episode of my #podcast I’m joined by Lee Smith author of The Plot Against the President. I’ve tweeted qu…,12/3/2019 12:39,5889,0,TRUE
True! https://t.co/Mr1L4Vv3eA,12/3/2019 11:09,15414,61856,FALSE
RT @RepMarkGreen: President Zelensky has repeatedly said there was no pressure to investigate @POTUS @realDonaldTrump's political rivals. A…,12/3/2019 2:12,17732,0,TRUE
RT @DailyMail: Ukraine's President Zelensky renews denial of a quid pro quo with Trump over military aid https://t.co/0OB3JQfJND,12/3/2019 2:10,9707,0,TRUE
Mini Mike Bloomberg has instructed his third rate news organization not to investigate him or any Democrat but to go after President Trump only. The Failing New York Times thinks that is O.K. because their hatred &amp; bias is so great they can’t even see straight. It’s not O.K.!,12/2/2019 23:11,32635,126366,FALSE
RT @CNBC: This year is shaping up to be one of the best ever for investors with nearly every single asset class on track to finish 2019 in…,12/2/2019 22:34,7062,0,TRUE
Just landed in the United Kingdom heading to London for NATO meetings tomorrow. Prior to landing I read the Republicans Report on the Impeachment Hoax. Great job! Radical Left has NO CASE. Read the Transcripts. Shouldn’t even be allowed. Can we go to Supreme Court to stop?,12/2/2019 22:30,23815,106117,FALSE
The Fed should lower rates (there is almost no inflation) and loosen making us competitive with other nations and manufacturing will SOAR! Dollar is very strong relative to others.,12/2/2019 22:21,17448,70987,FALSE
Manufacturers are being held back by the strong Dollar which is being propped up by the ridiculous policies of the Federal Reserve - Which has called interest rates and quantitative tightening wrong from the first days of Jay Powell!,12/2/2019 21:19,14917,55697,FALSE
https://t.co/zlfV4MOkom,12/2/2019 20:03,9842,30751,FALSE
RT @realDonaldTrump: Breaking News: The President of Ukraine has just again announced that President Trump has done nothing wrong with resp…,12/2/2019 19:31,32811,0,TRUE
"RT @thehill: #BREAKING: Ukraine's Zelensky: I never talked to Trump about ""position of a quid pro quo"" https://t.co/1oFG9XWTmj https://t.co…",12/2/2019 19:28,8017,0,TRUE
Thank you to President Zelensky. Case over. The Do Nothing Democrats should finally go back to work! https://t.co/XrJSUsm9Wq,12/2/2019 19:27,16937,56914,FALSE
RT @WhiteHouse: President @realDonaldTrump and @FLOTUS last traveled to the United Kingdom on a state visit in June 2019. https://t.co/6rwp…,12/2/2019 18:45,8997,0,TRUE
In the 3 decades before my election NATO spending declined by two-thirds and only 3 other NATO members were meeting their financial obligations. Since I took office the number of NATO allies fulfilling their obligations more than DOUBLED and NATO spending increased by $130B!,12/2/2019 18:17,15468,57288,FALSE
Great job by @RepDougCollins of Georgia over the weekend in representing the Republican Party and myself against the Impeachment Hoax!,12/2/2019 18:12,10556,43340,FALSE
